first_name,last_name,emp_no,title,from_date,to_date,birth_date
Mang,Peac,413480,Senior Engineer,1986-05-23,9999-01-01,1955-04-16
Susumu,Luce,413576,Staff,1988-01-08,1997-01-07,1955-02-25
Visit,Hartvigsen,413501,Staff,1994-09-30,9999-01-01,1955-10-01
Flemming,Dayana,413504,Senior Staff,2001-10-22,9999-01-01,1955-03-16
Flemming,Dayana,413504,Staff,1992-10-22,2001-10-22,1955-03-16
Sachio,Ritcey,413583,Engineer,1996-07-07,9999-01-01,1955-01-19
Boriana,Lunn,413598,Engineer,1986-08-06,1995-08-06,1955-12-29
Boriana,Lunn,413598,Senior Engineer,1995-08-06,9999-01-01,1955-12-29
Vincent,Ohori,413603,Senior Staff,1994-01-03,9999-01-01,1955-03-03
Vincent,Ohori,413603,Staff,1988-01-04,1994-01-03,1955-03-03
Mantis,Serra,413608,Technique Leader,1986-03-30,9999-01-01,1955-01-30
Vasiliy,Granlund,413611,Engineer,1985-08-31,1990-08-31,1955-10-15
Vasiliy,Granlund,413611,Senior Engineer,1990-08-31,9999-01-01,1955-10-15
Jiong,Zaumen,413791,Senior Staff,2002-05-28,9999-01-01,1955-10-21
Przemyslawa,Plotkin,413674,Engineer,1993-08-02,2001-08-02,1955-06-11
Przemyslawa,Plotkin,413674,Senior Engineer,2001-08-02,9999-01-01,1955-06-11
Alejandro,Radwan,413690,Senior Engineer,1997-03-17,9999-01-01,1955-03-08
Jiong,Zaumen,413791,Staff,1995-05-28,2002-05-28,1955-10-21
Tesuya,Perfilyeva,413797,Senior Staff,1993-11-20,9999-01-01,1955-01-01
Arnould,Krzyzanowski,413708,Senior Staff,1987-02-14,9999-01-01,1955-08-26
Tesuya,Perfilyeva,413797,Staff,1986-11-20,1993-11-20,1955-01-01
Francesca,Beeson,413801,Engineer,1987-08-26,1996-08-25,1955-02-16
Francesca,Beeson,413801,Senior Engineer,1996-08-25,9999-01-01,1955-02-16
Divine,Ertl,413825,Senior Engineer,1986-04-01,9999-01-01,1955-04-23
Padma,Pillow,414044,Staff,1999-09-09,9999-01-01,1955-04-29
Spyrose,Ranze,413888,Senior Staff,1998-09-08,9999-01-01,1955-12-28
Spyrose,Ranze,413888,Staff,1992-09-08,1998-09-08,1955-12-28
Siamak,Karlin,413911,Assistant Engineer,1988-04-20,1995-04-21,1955-04-09
Siamak,Karlin,413911,Engineer,1995-04-21,2002-04-21,1955-04-09
Siamak,Karlin,413911,Senior Engineer,2002-04-21,9999-01-01,1955-04-09
Freyja,Luks,413916,Senior Staff,1991-03-27,9999-01-01,1955-01-31
Gil,Ferriere,413930,Engineer,1987-12-24,1992-12-23,1955-01-25
Gil,Ferriere,413930,Senior Engineer,1992-12-23,9999-01-01,1955-01-25
Saniya,Kieras,414198,Technique Leader,1991-06-26,9999-01-01,1955-07-30
Piyawadee,Krychniak,414097,Senior Staff,1985-10-18,9999-01-01,1955-02-12
Jaewoo,Pelc,414211,Engineer,1988-01-05,1995-01-05,1955-10-26
Jaewoo,Pelc,414211,Senior Engineer,1995-01-05,9999-01-01,1955-10-26
Rosalie,Nannarelli,414256,Technique Leader,1986-01-21,9999-01-01,1955-04-06
Shai,Griswold,414421,Technique Leader,1988-08-10,9999-01-01,1955-11-29
Remmert,Stiles,414286,Engineer,1997-12-30,9999-01-01,1955-05-16
Jiafu,Ashish,414442,Engineer,1987-04-10,1994-04-10,1955-04-19
Subhankar,Przulj,414355,Senior Staff,1992-06-28,9999-01-01,1955-09-04
Subhankar,Przulj,414355,Staff,1987-06-29,1992-06-28,1955-09-04
Gurbir,Cooley,414356,Senior Staff,1992-11-18,9999-01-01,1955-09-05
Gurbir,Cooley,414356,Staff,1986-11-19,1992-11-18,1955-09-05
Jiafu,Ashish,414442,Senior Engineer,1994-04-10,9999-01-01,1955-04-19
Alassane,Roisin,414472,Assistant Engineer,1985-03-28,1991-03-28,1955-10-09
Alassane,Roisin,414472,Engineer,1991-03-28,1997-03-27,1955-10-09
Alassane,Roisin,414472,Senior Engineer,1997-03-27,9999-01-01,1955-10-09
Caolyn,Marrakchi,414475,Senior Engineer,1992-05-28,9999-01-01,1955-07-23
Pranjal,Snedden,414604,Senior Engineer,1988-08-29,9999-01-01,1955-06-24
Arto,Kobara,414501,Engineer,1985-08-08,1994-08-08,1955-12-29
Arto,Kobara,414501,Senior Engineer,1994-08-08,9999-01-01,1955-12-29
Constantino,Taubman,414655,Engineer,1990-08-09,1997-08-09,1955-10-11
Aiman,Khalil,414566,Senior Staff,1987-04-02,9999-01-01,1955-09-12
Constantino,Taubman,414655,Senior Engineer,1997-08-09,9999-01-01,1955-10-11
Fai,Alpay,414666,Senior Staff,1991-07-16,9999-01-01,1955-02-23
Fai,Alpay,414666,Staff,1986-07-16,1991-07-16,1955-02-23
Vidya,Stavenow,414667,Assistant Engineer,1987-12-15,1996-12-14,1955-07-12
Vidya,Stavenow,414667,Engineer,1996-12-14,9999-01-01,1955-07-12
Elrique,Malabarba,414678,Senior Staff,1987-06-08,9999-01-01,1955-12-07
Genevieve,Stroustrup,414844,Assistant Engineer,1998-10-01,9999-01-01,1955-06-24
Mitsuyuki,Rosen,414735,Senior Staff,1994-11-28,9999-01-01,1955-09-12
Mitsuyuki,Rosen,414735,Staff,1987-11-28,1994-11-28,1955-09-12
Edwin,Kabayashi,414847,Engineer,1985-08-18,1990-08-18,1955-06-20
Edwin,Kabayashi,414847,Senior Engineer,1990-08-18,9999-01-01,1955-06-20
Jiang,Lakshmanan,415031,Senior Staff,1990-11-09,9999-01-01,1955-11-08
Chikara,Delgrange,414917,Senior Staff,1996-05-13,9999-01-01,1955-07-22
Chikara,Delgrange,414917,Staff,1987-05-14,1996-05-13,1955-07-22
Jiang,Lakshmanan,415031,Staff,1985-11-09,1990-11-09,1955-11-08
Shim,Sherertz,415055,Assistant Engineer,1986-12-01,1993-12-01,1955-07-19
Shim,Sherertz,415055,Engineer,1993-12-01,2000-12-01,1955-07-19
Shim,Sherertz,415055,Senior Engineer,2000-12-01,9999-01-01,1955-07-19
Mototsugu,Highland,415212,Staff,1995-08-05,9999-01-01,1955-10-18
Shigeu,Juneja,415093,Senior Engineer,1995-10-25,9999-01-01,1955-02-27
Sudhanshu,Gente,415117,Senior Staff,1995-08-14,9999-01-01,1955-05-16
Sudhanshu,Gente,415117,Staff,1988-08-13,1995-08-14,1955-05-16
Tran,Katalagarianos,415295,Senior Staff,1992-11-22,9999-01-01,1955-10-07
Fatemeh,Fontet,415123,Engineer,1988-08-18,1993-08-18,1955-12-06
Fatemeh,Fontet,415123,Senior Engineer,1993-08-18,9999-01-01,1955-12-06
Sugwoo,Dalphin,415124,Engineer,1995-03-14,9999-01-01,1955-02-01
Conal,Minakawa,415134,Senior Staff,1993-05-25,9999-01-01,1955-05-30
Tran,Katalagarianos,415295,Staff,1986-11-23,1992-11-22,1955-10-07
Danny,Ciolek,415468,Engineer,1988-01-04,1993-01-03,1955-01-16
Mingzeng,Mullainathan,415320,Assistant Engineer,1988-07-06,1995-07-07,1955-03-23
Mingzeng,Mullainathan,415320,Engineer,1995-07-07,2002-07-07,1955-03-23
Mingzeng,Mullainathan,415320,Senior Engineer,2002-07-07,9999-01-01,1955-03-23
Danny,Ciolek,415468,Senior Engineer,1993-01-03,9999-01-01,1955-01-16
Branimir,Ulupinar,415481,Engineer,1989-10-06,1998-10-06,1955-12-15
Branimir,Ulupinar,415481,Senior Engineer,1998-10-06,9999-01-01,1955-12-15
Zhongwei,Gonthier,415404,Engineer,1993-05-03,2002-05-03,1955-06-11
Zhongwei,Gonthier,415404,Senior Engineer,2002-05-03,9999-01-01,1955-06-11
Premal,Hambrick,415505,Engineer,1986-03-07,1992-03-06,1955-04-12
Premal,Hambrick,415505,Senior Engineer,1992-03-06,9999-01-01,1955-04-12
Leon,Melski,415527,Engineer,1988-02-03,1994-02-02,1955-02-02
Leon,Melski,415527,Senior Engineer,1994-02-02,9999-01-01,1955-02-02
Ute,Mitsuhashi,415559,Engineer,1988-09-25,1997-09-25,1955-10-31
Ute,Mitsuhashi,415559,Senior Engineer,1997-09-25,9999-01-01,1955-10-31
Shahar,Comyn,415486,Senior Staff,1991-02-10,9999-01-01,1955-07-28
Gritta,Awdeh,415496,Senior Staff,1997-11-26,9999-01-01,1955-06-23
Gritta,Awdeh,415496,Staff,1988-11-26,1997-11-26,1955-06-23
Anneli,Suwa,415741,Engineer,1988-05-11,1993-05-11,1955-12-18
Elvia,Bisiani,415615,Engineer,1999-02-10,9999-01-01,1955-01-23
Eirik,Baaleh,415633,Staff,1996-07-27,9999-01-01,1955-05-30
Anneli,Suwa,415741,Senior Engineer,1993-05-11,9999-01-01,1955-12-18
Shigenori,Murrill,415770,Engineer,1986-04-08,1995-04-08,1955-12-07
Jouko,Gelosh,415659,Senior Engineer,1988-09-30,9999-01-01,1955-03-31
Fen,Schiper,415661,Engineer,1996-08-16,9999-01-01,1955-08-19
Chenye,Danlos,415672,Senior Engineer,1987-09-08,9999-01-01,1955-08-12
Shigenori,Murrill,415770,Senior Engineer,1995-04-08,9999-01-01,1955-12-07
Ute,Hofstetter,415696,Engineer,1998-01-12,9999-01-01,1955-09-07
Martina,Axelband,415703,Senior Engineer,1995-05-02,9999-01-01,1955-01-12
Rance,Foote,415796,Senior Engineer,1988-02-16,9999-01-01,1955-08-13
Gadiel,Begiun,415912,Engineer,1988-09-09,1995-09-10,1955-01-14
Gadiel,Begiun,415912,Senior Engineer,1995-09-10,9999-01-01,1955-01-14
Serif,Griswold,415968,Senior Engineer,1999-07-14,9999-01-01,1955-02-23
Valery,Michaeli,415899,Senior Staff,1994-12-22,9999-01-01,1955-08-31
Valery,Michaeli,415899,Staff,1987-12-22,1994-12-22,1955-08-31
Charmane,Marrakchi,415980,Engineer,1987-01-21,1992-01-21,1955-08-27
Charmane,Marrakchi,415980,Senior Engineer,1992-01-21,9999-01-01,1955-08-27
Uli,Wrigley,416128,Senior Engineer,1987-04-01,9999-01-01,1955-05-18
Fen,Aloia,416018,Senior Staff,1995-08-18,9999-01-01,1955-11-25
Fen,Aloia,416018,Staff,1986-08-18,1995-08-18,1955-11-25
Bezalel,Chinal,416031,Senior Staff,1994-07-08,9999-01-01,1955-02-28
Bezalel,Chinal,416031,Staff,1985-07-08,1994-07-08,1955-02-28
Khun,Turnbull,416177,Engineer,1985-12-27,1991-12-27,1955-11-22
Moon,Teitelbaum,416067,Engineer,1986-10-14,1994-10-14,1955-12-16
Moon,Teitelbaum,416067,Senior Engineer,1994-10-14,9999-01-01,1955-12-16
Sanjeeva,Angelov,416070,Staff,1999-07-15,9999-01-01,1955-03-03
Khun,Turnbull,416177,Senior Engineer,1991-12-27,9999-01-01,1955-11-22
Amalendu,Murillo,416204,Engineer,1986-05-21,1995-05-21,1955-08-26
Amalendu,Murillo,416204,Senior Engineer,1995-05-21,9999-01-01,1955-08-26
Gad,Leslie,416388,Engineer,1988-04-10,1997-04-10,1955-05-20
Ramzi,Marletta,416212,Staff,1998-06-16,9999-01-01,1955-06-24
Gad,Leslie,416388,Senior Engineer,1997-04-10,9999-01-01,1955-05-20
Sreenivas,Anguita,416394,Senior Staff,1994-04-07,9999-01-01,1955-11-03
Sreenivas,Anguita,416394,Staff,1986-04-07,1994-04-07,1955-11-03
Tomofumi,Quadeer,416408,Senior Staff,1990-12-08,9999-01-01,1955-02-08
Tomofumi,Quadeer,416408,Staff,1985-12-08,1990-12-08,1955-02-08
Patricia,Zucker,416559,Senior Engineer,1989-02-09,9999-01-01,1955-04-14
Marsja,Anick,416487,Senior Staff,1990-05-27,9999-01-01,1955-08-08
Marsja,Anick,416487,Staff,1985-05-27,1990-05-27,1955-08-08
Salvador,Sadowsky,416606,Senior Staff,1986-05-08,9999-01-01,1955-07-16
Almudena,Liedekerke,416610,Senior Staff,1993-03-17,9999-01-01,1955-12-12
Urs,Butterworth,416771,Engineer,1987-09-02,1992-09-01,1955-09-14
Chiranjit,Beeson,416663,Engineer,1993-06-03,1998-06-03,1955-05-25
Chiranjit,Beeson,416663,Senior Engineer,1998-06-03,9999-01-01,1955-05-25
Atilio,Gornas,416688,Senior Staff,1995-10-12,9999-01-01,1955-11-15
Atilio,Gornas,416688,Staff,1986-10-12,1995-10-12,1955-11-15
Urs,Butterworth,416771,Senior Engineer,1992-09-01,9999-01-01,1955-09-14
Reinhard,Peac,416948,Senior Staff,2001-12-30,9999-01-01,1955-03-09
Gino,Erev,416836,Engineer,1986-01-12,1991-01-12,1955-01-02
Gino,Erev,416836,Senior Engineer,1991-01-12,9999-01-01,1955-01-02
Jinpo,Dengi,416847,Assistant Engineer,1996-11-25,9999-01-01,1955-08-31
Reinhard,Peac,416948,Staff,1993-12-30,2001-12-30,1955-03-09
Ymte,Speer,416959,Senior Staff,1992-11-20,9999-01-01,1955-08-29
Shuichi,Felder,416880,Senior Staff,1988-06-01,9999-01-01,1955-11-24
Abdelghani,Heijenga,416899,Assistant Engineer,1989-05-26,1997-05-26,1955-10-09
Abdelghani,Heijenga,416899,Engineer,1997-05-26,9999-01-01,1955-10-09
Ymte,Speer,416959,Staff,1985-11-20,1992-11-20,1955-08-29
Baruch,Maliniak,416979,Assistant Engineer,1987-02-15,1994-02-15,1955-09-26
Baruch,Maliniak,416979,Engineer,1994-02-15,2001-02-15,1955-09-26
Baruch,Maliniak,416979,Senior Engineer,2001-02-15,9999-01-01,1955-09-26
Parviz,Perko,417002,Engineer,1988-04-04,1997-04-03,1955-02-24
Parviz,Perko,417002,Senior Engineer,1997-04-03,9999-01-01,1955-02-24
Paloma,Delgrange,417170,Senior Engineer,2000-01-25,9999-01-01,1955-10-23
Subhada,Bernardeschi,417048,Engineer,1987-01-01,1992-12-31,1955-07-10
Subhada,Bernardeschi,417048,Senior Engineer,1992-12-31,9999-01-01,1955-07-10
Menkae,Perna,417063,Staff,1999-06-05,9999-01-01,1955-05-30
Shigenori,Sethi,417078,Senior Engineer,1986-01-02,9999-01-01,1955-01-21
Shuzo,Roccetti,417365,Senior Staff,2001-01-13,9999-01-01,1955-04-27
Shao,Ramsak,417123,Senior Staff,1995-04-07,9999-01-01,1955-04-20
Shao,Ramsak,417123,Staff,1986-04-07,1995-04-07,1955-04-20
Howell,Deville,417276,Senior Engineer,1996-02-09,9999-01-01,1955-09-05
Mariangiola,Gischer,417279,Engineer,1990-11-25,1999-11-25,1955-01-24
Mariangiola,Gischer,417279,Senior Engineer,1999-11-25,9999-01-01,1955-01-24
Mabo,Fordan,417286,Engineer,1988-05-21,1995-05-22,1955-01-06
Mabo,Fordan,417286,Senior Engineer,1995-05-22,9999-01-01,1955-01-06
Shuzo,Roccetti,417365,Staff,1996-01-14,2001-01-13,1955-04-27
Mansur,Valtorta,417384,Senior Staff,1985-04-20,9999-01-01,1955-07-04
Jiong,Bahr,417322,Engineer,1995-01-13,2001-01-12,1955-01-12
Jiong,Bahr,417322,Senior Engineer,2001-01-12,9999-01-01,1955-01-12
Fumiyo,Schaap,417548,Senior Staff,1994-03-17,9999-01-01,1955-08-17
Conrado,Uchoa,417442,Senior Engineer,1986-10-01,9999-01-01,1955-10-12
Fumiyo,Schaap,417548,Staff,1988-03-17,1994-03-17,1955-08-17
Hiroyasu,Zlotek,417556,Engineer,1988-12-24,1994-12-24,1955-03-06
Sakthirel,Cusworth,417486,Technique Leader,1987-01-10,9999-01-01,1955-04-07
Hiroyasu,Zlotek,417556,Senior Engineer,1994-12-24,9999-01-01,1955-03-06
Geoff,Androutsos,417830,Senior Staff,1985-07-19,9999-01-01,1955-01-16
Kousuke,Lammel,417705,Senior Staff,1995-09-19,9999-01-01,1955-09-12
Kousuke,Lammel,417705,Staff,1990-09-19,1995-09-19,1955-09-12
Breannda,Chinin,417718,Engineer,1987-03-31,1996-03-30,1955-01-06
Breannda,Chinin,417718,Senior Engineer,1996-03-30,9999-01-01,1955-01-06
Danai,Quadeer,417915,Senior Staff,1993-05-01,9999-01-01,1955-04-07
Kristinn,Serra,417944,Engineer,1987-09-03,1992-09-02,1955-10-03
Kristinn,Serra,417944,Senior Engineer,1992-09-02,9999-01-01,1955-10-03
Danai,Quadeer,417915,Staff,1986-05-01,1993-05-01,1955-04-07
Martine,Codenie,418013,Engineer,1986-08-06,1995-08-06,1955-12-02
Martine,Codenie,418013,Senior Engineer,1995-08-06,9999-01-01,1955-12-02
Mayuko,Moffat,418075,Senior Staff,1996-12-25,9999-01-01,1955-01-01
Mayuko,Moffat,418075,Staff,1991-12-26,1996-12-25,1955-01-01
Yuping,Denny,418082,Senior Staff,1999-01-13,9999-01-01,1955-01-20
Yuping,Denny,418082,Staff,1992-01-13,1999-01-13,1955-01-20
Mona,Kolvik,418094,Senior Staff,1987-07-15,9999-01-01,1955-11-28
Teruyuki,Montresor,418096,Assistant Engineer,1998-09-27,9999-01-01,1955-09-28
Masamitsu,Beilner,418254,Engineer,1991-10-15,2000-10-14,1955-10-29
Masamitsu,Beilner,418254,Senior Engineer,2000-10-14,9999-01-01,1955-10-29
Aiichiro,Eiron,418329,Senior Staff,1993-04-23,9999-01-01,1955-03-01
Ferdinand,Perri,418351,Senior Staff,1992-11-13,9999-01-01,1955-08-21
Zissis,Litvinov,418429,Senior Engineer,1999-02-08,9999-01-01,1955-07-03
Abdulla,Kropf,418603,Staff,1996-05-31,9999-01-01,1955-02-20
Munir,Masamoto,418465,Engineer,1996-02-22,9999-01-01,1955-11-15
Xiaoheng,Aloisi,418471,Staff,1998-08-08,9999-01-01,1955-06-01
Karoline,Papastamatiou,418481,Engineer,1992-01-23,2000-01-23,1955-08-29
Karoline,Papastamatiou,418481,Senior Engineer,2000-01-23,9999-01-01,1955-08-29
Naftali,Chachaty,418515,Senior Staff,1996-12-31,9999-01-01,1955-11-09
Naftali,Chachaty,418515,Staff,1988-01-01,1996-12-31,1955-11-09
Mong,Manderick,418542,Engineer,1990-09-13,1995-09-13,1955-07-22
Mong,Manderick,418542,Senior Engineer,1995-09-13,9999-01-01,1955-07-22
Mani,Narlikar,418614,Engineer,1987-01-25,1994-01-25,1955-03-19
Mani,Narlikar,418614,Senior Engineer,1994-01-25,9999-01-01,1955-03-19
Anneke,Ponthieu,418639,Engineer,1987-09-16,1996-09-15,1955-01-03
Anneke,Ponthieu,418639,Senior Engineer,1996-09-15,9999-01-01,1955-01-03
Basim,Barreiro,418659,Assistant Engineer,1987-02-19,1994-02-19,1955-10-06
Guiseppe,Denny,418666,Senior Staff,1995-07-11,9999-01-01,1955-02-11
Guiseppe,Denny,418666,Staff,1987-07-11,1995-07-11,1955-02-11
Basim,Barreiro,418659,Engineer,1994-02-19,2001-02-19,1955-10-06
Basim,Barreiro,418659,Senior Engineer,2001-02-19,9999-01-01,1955-10-06
Mana,Viele,418766,Assistant Engineer,1985-03-04,1992-03-04,1955-01-07
Mana,Viele,418766,Engineer,1992-03-04,1999-03-05,1955-01-07
Mana,Viele,418766,Senior Engineer,1999-03-05,9999-01-01,1955-01-07
Amalendu,Thiran,418821,Engineer,1986-01-14,1993-01-14,1955-06-09
Amalendu,Thiran,418821,Senior Engineer,1993-01-14,9999-01-01,1955-06-09
Piyawadee,Granlund,418855,Senior Staff,1992-02-29,9999-01-01,1955-03-12
Garnik,Dulli,418870,Senior Staff,1994-12-28,9999-01-01,1955-06-17
Garnik,Dulli,418870,Staff,1985-12-28,1994-12-28,1955-06-17
Piyawadee,Granlund,418855,Staff,1987-03-01,1992-02-29,1955-03-12
Mani,Uehara,418857,Senior Staff,2000-11-27,9999-01-01,1955-07-03
Mani,Uehara,418857,Staff,1994-11-28,2000-11-27,1955-07-03
Dung,Sethi,418974,Engineer,1993-10-06,1999-10-06,1955-01-30
Youngkon,Boyle,418906,Engineer,1987-12-31,1996-12-30,1955-02-01
Youngkon,Boyle,418906,Senior Engineer,1996-12-30,9999-01-01,1955-02-01
Rasikan,Papsdorf,418916,Senior Staff,1987-04-13,9999-01-01,1955-01-10
Idoia,Conia,418931,Senior Staff,1994-11-12,9999-01-01,1955-05-09
Idoia,Conia,418931,Staff,1987-11-12,1994-11-12,1955-05-09
Dung,Sethi,418974,Senior Engineer,1999-10-06,9999-01-01,1955-01-30
Sanjay,Bahl,419001,Senior Staff,1994-08-09,9999-01-01,1955-12-13
Sanjay,Bahl,419001,Staff,1988-08-09,1994-08-09,1955-12-13
Luigi,Panwar,419044,Engineer,1994-02-22,9999-01-01,1955-11-29
Stafford,Walstra,419062,Assistant Engineer,1986-06-05,1994-06-05,1955-06-03
Stafford,Walstra,419062,Engineer,1994-06-05,2002-06-05,1955-06-03
Stafford,Walstra,419062,Senior Engineer,2002-06-05,9999-01-01,1955-06-03
Arvind,Manderick,419065,Senior Staff,1992-07-01,9999-01-01,1955-08-07
Arvind,Manderick,419065,Staff,1985-07-01,1992-07-01,1955-08-07
Gita,Katalagarianos,419375,Senior Staff,1998-03-08,9999-01-01,1955-06-26
Sachin,Leaver,419311,Engineer,1995-08-25,9999-01-01,1955-02-21
Godehard,Rindone,419315,Engineer,1985-03-26,1992-03-26,1955-12-01
Godehard,Rindone,419315,Senior Engineer,1992-03-26,9999-01-01,1955-12-01
Gita,Katalagarianos,419375,Staff,1989-03-08,1998-03-08,1955-06-26
Gian,Range,419423,Senior Staff,1986-08-19,9999-01-01,1955-05-30
Divine,Schauser,419606,Assistant Engineer,1994-10-04,1999-10-04,1955-08-27
Idoia,Krybus,419527,Engineer,1988-06-02,1994-06-02,1955-11-16
Idoia,Krybus,419527,Senior Engineer,1994-06-02,9999-01-01,1955-11-16
Ghassan,Ermel,419533,Technique Leader,1999-06-20,9999-01-01,1955-08-27
Divine,Schauser,419606,Engineer,1999-10-04,9999-01-01,1955-08-27
Mong,Marsiglia,419621,Technique Leader,1999-09-02,9999-01-01,1955-09-25
Mabo,Murillo,419622,Senior Staff,1995-03-18,9999-01-01,1955-08-09
Mabo,Murillo,419622,Staff,1988-03-17,1995-03-18,1955-08-09
Guther,Demizu,419623,Engineer,1988-12-05,1996-12-05,1955-02-07
Guther,Demizu,419623,Senior Engineer,1996-12-05,9999-01-01,1955-02-07
Pranas,Heusch,419652,Senior Staff,1991-09-02,9999-01-01,1955-01-13
Duangkaew,Peng,419659,Senior Staff,1996-04-21,9999-01-01,1955-12-13
Duangkaew,Peng,419659,Staff,1988-04-21,1996-04-21,1955-12-13
Pranas,Heusch,419652,Staff,1986-09-02,1991-09-02,1955-01-13
Uma,Penz,419767,Staff,1995-05-27,9999-01-01,1955-02-21
Rosalie,Tsunoo,419717,Engineer,1987-11-03,1995-11-03,1955-07-08
Rosalie,Tsunoo,419717,Senior Engineer,1995-11-03,9999-01-01,1955-07-08
Rosita,Bellone,419726,Assistant Engineer,1985-12-18,1990-12-18,1955-12-13
Rosita,Bellone,419726,Engineer,1990-12-18,1995-12-18,1955-12-13
Rosita,Bellone,419726,Senior Engineer,1995-12-18,9999-01-01,1955-12-13
Tadahiro,Weedman,419770,Engineer,1988-04-11,1994-04-11,1955-03-16
Tadahiro,Weedman,419770,Senior Engineer,1994-04-11,9999-01-01,1955-03-16
Chiranjit,Zultner,419840,Engineer,1985-09-25,1994-09-25,1955-02-17
Odinaldo,Bressoud,419862,Engineer,1986-01-04,1994-01-04,1955-01-31
Odinaldo,Bressoud,419862,Senior Engineer,1994-01-04,9999-01-01,1955-01-31
Chiranjit,Zultner,419840,Senior Engineer,1994-09-25,9999-01-01,1955-02-17
Zhanqiu,Merkl,419898,Senior Staff,1994-07-21,9999-01-01,1955-10-07
Zhanqiu,Merkl,419898,Staff,1986-07-21,1994-07-21,1955-10-07
Chikako,Heping,419960,Engineer,1989-02-16,1997-02-16,1955-01-10
Conor,Merro,419903,Staff,1997-08-08,9999-01-01,1955-07-20
Yishay,Koblick,419931,Engineer,1985-12-31,1991-12-31,1955-11-30
Yishay,Koblick,419931,Senior Engineer,1991-12-31,9999-01-01,1955-11-30
Chikako,Heping,419960,Senior Engineer,1997-02-16,9999-01-01,1955-01-10
Cristinel,Belinskaya,419986,Senior Engineer,1988-11-24,9999-01-01,1955-05-19
Mototsugu,Kenevan,419992,Senior Staff,1999-07-06,9999-01-01,1955-12-19
Mototsugu,Kenevan,419992,Staff,1991-07-06,1999-07-06,1955-12-19
Uriel,Benaini,420004,Engineer,1995-10-04,9999-01-01,1955-02-11
Pranav,Syang,420013,Senior Staff,1992-12-20,9999-01-01,1955-02-05
Spyrose,DeMori,420073,Engineer,1994-10-24,1999-10-24,1955-06-27
Spyrose,DeMori,420073,Senior Engineer,1999-10-24,9999-01-01,1955-06-27
Pranav,Syang,420013,Staff,1987-12-21,1992-12-20,1955-02-05
Arun,Vidal,420030,Senior Staff,2001-12-09,9999-01-01,1955-07-21
Arun,Vidal,420030,Staff,1994-12-09,2001-12-09,1955-07-21
Khue,Kalafatis,420048,Senior Staff,1994-11-25,9999-01-01,1955-10-21
Khue,Kalafatis,420048,Staff,1986-11-25,1994-11-25,1955-10-21
Hisao,Prampolini,420369,Senior Engineer,1987-03-18,9999-01-01,1955-02-27
Arif,Iivonen,420054,Engineer,1989-03-11,1994-03-11,1955-03-26
Wanqing,Lieberherr,420382,Senior Staff,1990-04-22,9999-01-01,1955-11-19
Arif,Iivonen,420054,Senior Engineer,1994-03-11,9999-01-01,1955-03-26
Geraldo,Driscoll,420528,Engineer,1996-09-11,9999-01-01,1955-08-15
Khun,Worfolk,420394,Senior Staff,1986-06-04,9999-01-01,1955-10-28
Zdislav,Buchter,420532,Engineer,1992-10-11,2001-10-11,1955-02-01
Zdislav,Buchter,420532,Senior Engineer,2001-10-11,9999-01-01,1955-02-01
Danae,Ashish,420547,Senior Staff,1994-12-30,9999-01-01,1955-08-23
Danae,Ashish,420547,Staff,1986-12-30,1994-12-30,1955-08-23
Yurij,Krohn,420682,Senior Engineer,1989-02-11,9999-01-01,1955-01-05
Tianruo,Gadepally,420596,Engineer,1986-11-11,1992-11-10,1955-02-05
Tianruo,Gadepally,420596,Senior Engineer,1992-11-10,9999-01-01,1955-02-05
Xiahua,Gilg,420617,Senior Staff,2000-08-10,9999-01-01,1955-01-22
Xiahua,Gilg,420617,Staff,1992-08-10,2000-08-10,1955-01-22
Susanna,Katzenelson,420622,Senior Staff,1986-06-07,9999-01-01,1955-09-04
Shooichi,Ranum,420647,Engineer,1988-10-28,1996-10-27,1955-09-01
Shooichi,Ranum,420647,Senior Engineer,1996-10-27,9999-01-01,1955-09-01
Vitali,Gyorkos,420649,Engineer,1998-06-30,9999-01-01,1955-03-01
Zhiwei,Sifakis,420710,Engineer,1989-12-07,1996-12-07,1955-06-20
Zhiwei,Sifakis,420710,Senior Engineer,1996-12-07,9999-01-01,1955-06-20
Mary,Cyne,420768,Engineer,1997-12-23,9999-01-01,1955-12-06
Heeju,Plump,420909,Engineer,1986-04-12,1993-04-12,1955-03-07
Randi,Levergood,420839,Senior Staff,1994-01-12,9999-01-01,1955-02-01
Randi,Levergood,420839,Staff,1986-01-12,1994-01-12,1955-02-01
Heeju,Plump,420909,Senior Engineer,1993-04-12,9999-01-01,1955-03-07
Ziva,Benzmuller,421111,Senior Staff,1994-11-15,9999-01-01,1955-01-08
Olivera,Swiss,421046,Staff,1994-06-27,9999-01-01,1955-08-25
Zita,Olivero,421050,Engineer,1986-01-25,1992-01-25,1955-09-12
Zita,Olivero,421050,Senior Engineer,1992-01-25,9999-01-01,1955-09-12
Jessie,Quaggetto,421118,Assistant Engineer,1988-05-16,1997-05-16,1955-05-14
Jessie,Quaggetto,421118,Engineer,1997-05-16,9999-01-01,1955-05-14
Francesca,Brizzi,421133,Engineer,1999-03-12,9999-01-01,1955-10-21
Karoline,Talmon,421167,Engineer,1995-02-10,2001-02-09,1955-06-21
Karoline,Talmon,421167,Senior Engineer,2001-02-09,9999-01-01,1955-06-21
